4853944	3	3	idk	Thu Apr 24 21:25:00 PDT 2003	1	Images disappear in JEditorPane w/HTML	evaluated
4766050	4	4	leif	Mon Oct 21 00:14:00 PDT 2002	0	Look&Feel :  Cannot select the other mode after selecting Windows.	evaluated
4231307	4	5	joutwate	Tue Apr 20 14:00:00 PDT 1999	3	JTabbedPane switching panel focus	evaluated
4559032	4	4	leif	Fri Dec 07 15:38:00 PST 2001	0	JFileChooser does not refresh directory listing when typing F5	evaluated
4765276	4	4	joutwate	Fri Oct 18 11:53:00 PDT 2002	0	Keystroke lost after displaying dialog from InputVerifier	accepted
4672878	4	4	sdv@sparc.spb.su	Tue Apr 23 04:00:00 PDT 2002	0	Difference's found in t-bullets.PNG in AutoWeevil.	evaluated
4833517	2	2	leif	Mon Mar 17 11:37:00 PST 2003	0	GTK L&F: Support for general Metacity skins in XML	committed
4758890	3	3	leif	Mon Oct 07 10:32:00 PDT 2002	1	REGRESSION: Focus not painted in JToolBar with Windows PLAF	evaluated
4781707	4	3	leif	Wed Nov 20 05:33:00 PST 2002	0	JFileChooser must contain goto last folder option	evaluated
4748359	4	4	shannonh	Mon Sep 16 19:58:00 PDT 2002	3	Click in JTableHeader cancels Cell Editor changes	evaluated
4825182	4	4	joutwate	Thu Feb 27 14:17:00 PST 2003	0	DefaultBoundedRangeModel.setMinimum() changes extent unnecessarily	evaluated
4126679	4	5	zpm@sparc.spb.su	Tue Apr 07 16:31:00 PDT 1998	2	JRadioButtons with Icons don't size themselves correctly.	evaluated
4417096	4	5	joutwate	Tue Feb 20 14:24:00 PST 2001	1	JSlider: add label components to containment hierarchy	evaluated
4822403	5	5	sky	Fri Feb 21 17:34:00 PST 2003	0	RFE: Look and Feel classes are poorly designed and hostile to subclassing	accepted
4295357	4	4	naoto	Tue Nov 30 05:50:00 PST 1999	0	RTL only implicit, left aligned JTExtPane does not change text alignment	accepted
4855256	4	5	sky	Mon Apr 28 17:55:00 PDT 2003	0	RFE: JTree does not handle renaming its UserObject as well as other things	accepted
4365538	4	1	null	Thu Aug 24 13:15:00 PDT 2000	1	Use of deprecated Date constructor in JTable	evaluated
4870636	5	5	joutwate	Wed May 28 11:08:00 PDT 2003	0	RFE: Option to have close(x) button on JTabbedPane	evaluated
4781716	3	2	leif	Wed Nov 20 05:56:00 PST 2002	0	JFileChooser must respond as usual to floppy drive selection	committed
4781696	4	3	joutwate	Wed Nov 20 05:10:00 PST 2002	0	XP L&F: Scroll bars do not change color on mouse over	evaluated
4144344	4	4	sky	Mon Jun 01 08:46:00 PDT 1998	0	DefaultTreeCellEditor TextField should grow, in width, as necessary	evaluated
4130798	4	5	shannonh	Mon Apr 20 15:24:00 PDT 1998	0	MotifRadioButtonUI: paintFocus() method needs more careful logic	evaluated
4515236	4	3	dalem	Tue Oct 16 00:16:00 PDT 2001	4	DefaultTableColumnModel causes OOB exception when header row event triggered	accepted
4765253	4	4	shannonh	Fri Oct 18 11:34:00 PDT 2002	0	Method javax.swwing.JLabel.getPreferredSize() return wrong value!	evaluated
4532590	4	4	zpm@sparc.spb.su	Wed Nov 28 17:25:00 PST 2001	12	JTextPane jTextPane.setHighlighter(null) doesn't disable highlighter.	accepted
4840405	5	5	joutwate	Mon Mar 31 17:44:00 PST 2003	0	JInternalFrame does not animate maximize/minimize in Windows L&F	evaluated
4724077	4	3	idk	Wed Jul 31 16:54:00 PDT 2002	2	Problems with text where visual content doesn't start at model position 0	accepted
4327306	4	5	leif	Mon Apr 03 13:42:00 PDT 2000	1	JFileChooser.setToolTipText() only partially effective	accepted
4699955	4	3	sky	Mon Jun 10 15:33:00 PDT 2002	2	JSpinner focusGained(...) listener does not allow selectAll functionality	committed
4844444	4	4	shannonh	Mon Apr 07 15:08:00 PDT 2003	1	Bluecurve theme is named Wonderland in some distributions	committed
4230387	4	2	kyuka	Fri Apr 16 11:25:00 PDT 1999	1	RFE: JProgressBar does not create international percent done strings	evaluated
4788785	4	5	shannonh	Wed Dec 04 18:00:00 PST 2002	0	OverlayLayout refuses to put a JPanel over a JSplitpane	accepted
4871085	4	3	leif	Thu May 29 01:44:00 PDT 2003	0	Tooltip for JInternalFrame behaves incorrectly	dispatched
4713475	4	4	sky	Thu Jul 11 11:11:00 PDT 2002	0	KeyListener pieces of BasicListUI should be made public or protected	accepted
4286743	4	5	sky	Mon Nov 01 00:56:00 PST 1999	2	Allow JScrollPane to setEnable(false)	evaluated
4712086	4	5	leif	Tue Jul 09 09:06:00 PDT 2002	0	JFileChooser: Home button inconsistencies in Metal Look and Feel	evaluated
4304521	4	5	idk	Thu Jan 13 09:56:00 PST 2000	11	Document with TabStop Attributes not written correctly into RTF File	accepted
4164958	4	5	idk	Mon Aug 10 06:41:00 PDT 1998	1	StyledEditorKit, RTFEditorKit and HTMLEditor missing fields	evaluated
4869033	4	5	joutwate	Fri May 23 00:14:00 PDT 2003	0	GTK L&F: Radio buttons don't look like native	incomplete
4419012	4	5	leif	Mon Feb 26 00:22:00 PST 2001	0	JToolBar buttons should have requestFocusEnabled = false	evaluated
4683301	4	3	zav@sparc.spb.su	Fri May 10 15:09:00 PDT 2002	0	BasicPopupMenuUI should use AWTEventListener vs MouseListeners on all components	accepted
4724001	4	3	joutwate	Wed Jul 31 15:19:00 PDT 2002	0	The private class Page in JTabbedPane prevents extendability	accepted
4297788	4	5	naoto	Wed Dec 08 10:35:00 PST 1999	3	Cursor loops in JTextArea when editing English text in RTL mode and vice versa	evaluated
4339222	4	5	null	Thu May 18 00:50:00 PDT 2000	0	System.out.println throws NullPointerException when toString() returns null	evaluated
4254546	4	5	null	Thu Jul 15 17:19:00 PDT 1999	0	Bizarre behavior when firing JTable update with bad values.	evaluated
4692565	4	3	moa@sparc.spb.su	Tue May 28 15:23:00 PDT 2002	0	TabbedPaneScrollLayout is private	accepted
4844479	5	5	sky	Mon Apr 07 15:52:00 PDT 2003	0	RFE: LinkLabel, similar to Label except it can display a hyperlink	accepted
4759422	4	5	shannonh	Mon Oct 07 20:35:00 PDT 2002	0	RFE: The anchor should not be the same as the focus in a JTable	accepted
4799354	4	3	shannonh	Mon Jan 06 16:15:00 PST 2003	0	In JLabel, etc., setText does not update properly with HTML object tag	accepted
4760448	4	3	leif	Wed Oct 09 10:11:00 PDT 2002	2	MetalFileChooserUI should allow user to bypass ShellFolder methods	accepted
4871450	3	3	zav@sparc.spb.su	Thu May 29 15:40:00 PDT 2003	0	Toggling of mnemonics visibility state inconsistent on WinXP platforms	dispatched
4870112	4	3	zav@sparc.spb.su	Tue May 27 14:44:00 PDT 2003	0	JMenu is not extensible	dispatched
4425358	4	5	naa@sparc.spb.su	Tue Mar 13 19:17:00 PST 2001	3	Reopen 4214992: JTextField Always Right-Justifies Oversized Strings	accepted
4139692	4	5	joutwate	Mon May 18 16:44:00 PDT 1998	245	JOptionPane.showInternalMessageDialog() does not create a modal dialog	accepted
4723745	3	4	leif	Wed Jul 31 11:56:00 PDT 2002	2	1.4 REGRESSION: Metal & Windows FileChooserUI classes cannot be used without She	committed
4769783	4	4	sky	Mon Oct 28 11:11:00 PST 2002	0	Adding a mouselistener to JScrollPanes viewport causes the pane to lose tooltip	evaluated
4807159	4	5	sky	Thu Jan 23 00:02:00 PST 2003	0	RFE: Bad implementation of constructor FontUIResource(Font font)	accepted
4869098	5	5	sky	Fri May 23 13:57:00 PDT 2003	0	GTK L&F:  ColorChooser: Field/Spin Boxes Larger than platform version	accepted
4859197	4	3	bchristi	Tue May 06 14:16:00 PDT 2003	1	JFileChooser (WLF) line spacing too large in detailed view	evaluated
4759090	4	4	joutwate	Mon Oct 07 14:29:00 PDT 2002	0	RFE: Ability for Non-Standard JSlider tick placement	accepted
4325865	4	4	naoto	Tue Mar 28 23:54:00 PST 2000	0	Motif LAF, Cursor does not change direction when leaving RTL into LTR and vice v	accepted
4179560	4	3	shannonh	Wed Oct 07 13:16:00 PDT 1998	2	AbstractButton.setVerticalTextPosition mispositions text.	evaluated
4722419	4	3	sky	Mon Jul 29 15:22:00 PDT 2002	0	MaskFormatter should provide a minimum match length	accepted
4801292	4	4	sky	Thu Jan 09 18:36:00 PST 2003	0	Repainting errors in AbstractColorChooserPanel.updateChooser()	committed
4203912	4	5	idk	Mon Jan 18 17:22:00 PST 1999	88	JTextArea uses too much memory (if large byte array passed to cto=	evaluated
4386259	4	4	null	Mon Nov 06 05:05:00 PST 2000	2	JList, Spacebar functionality to select and deselect JList items is broken	accepted
4510854	4	4	leif	Thu Oct 04 10:33:00 PDT 2001	0	JColorChooser demo(SwingSet2) not getting painted well on WindowsXP platform.	evaluated
4548788	5	3	sky	Wed Dec 05 10:26:00 PST 2001	1	JTree should toggle for all even-numbered clicks	evaluated
4624483	4	3	shannonh	Wed Jan 16 08:52:00 PST 2002	10	JTable incorrectly consumes Esc key	committed
4760407	4	5	idk	Wed Oct 09 09:38:00 PDT 2002	0	WrappedPlainView should have selectors for (un)selected color	committed
4811073	4	3	sky	Thu Jan 30 20:34:00 PST 2003	0	GTK L&F quality	evaluated
4410888	4	5	leif	Thu Feb 01 00:45:00 PST 2001	0	TitledBorder spacing gaps should be adjustable (Bug and RFE)	evaluated
4623272	5	5	joutwate	Mon Jan 14 11:38:00 PST 2002	0	RFE: JTabbedPane: provide popup menu when scrollable tabs aren't shown.	accepted
4788378	4	5	sky	Wed Dec 04 10:09:00 PST 2002	0	JFormattedTextField should allow multiple formats to match	accepted
4428752	4	2	sky	Wed Mar 21 19:58:00 PST 2001	0	Apple Aqua: Need drawing bounds independent of layout bounds (outsets)	evaluated
4269592	4	2	naoto	Tue Sep 07 16:54:00 PDT 1999	0	SwingSet: Unexpected results when entering text with Right to Left Orientation	accepted
4288630	4	3	zpm@sparc.spb.su	Fri Nov 05 16:48:00 PST 1999	0	tooltip on tabbed panel prevents clicking on tab	accepted
4835498	5	5	bchristi	Thu Mar 20 15:01:00 PST 2003	0	JFileChooser/WinL&F:"My Computer" sidebar button should become deselected	accepted
4855121	3	3	leif	Mon Apr 28 15:21:00 PDT 2003	0	XP L&F: Table Header does not have rollover effect	committed
4835466	5	5	bchristi	Thu Mar 20 14:30:00 PST 2003	0	JFileChooser/Windows L&F: border drawn differently when renaming a file	accepted
4808567	3	5	sky	Mon Jan 27 10:45:00 PST 2003	2	RFE: Swing Windows L&F should honour desktop font smoothing settings.	committed
4614616	4	4	dalem	Mon Dec 17 11:55:00 PST 2001	1	Overriding getColumnClass in DefaultTableModel causes Exc if it return interface	accepted
4615411	4	3	joutwate	Tue Dec 18 00:58:00 PST 2001	4	REGRESSION: JOptionPane.showConfirmDialog has wrong focus	accepted
4424160	4	5	leif	Fri Mar 09 18:36:00 PST 2001	0	Floating toolbar unduly re-docked on uninstallUI	evaluated
4307597	4	4	leif	Thu Jan 27 02:56:00 PST 2000	9	Kestrel,FileChooser Warning Msg."No Disk In Drive" is not available in Win98/95	accepted
4865918	3	3	aep@sparc.spb.su	Mon May 19 02:09:00 PDT 2003	0	REGRESSION: JCK1.4a-runtime api/javax_swing/interactive/JScrollBarTests.html#JSc	evaluated
4741029	4	4	shannonh	Tue Sep 03 16:50:00 PDT 2002	0	JTable: <TAB> doesn't move the focus to all columns of selected region	evaluated
4532517	4	5	joutwate	Wed Nov 28 15:53:00 PST 2001	26	shouldYieldFocus does not allow side effects in 1.4	committed
4798817	4	3	leif	Fri Jan 03 14:48:00 PST 2003	0	"My Documents" button is always selected when opening a JFileChooser in Win2K	evaluated
4825416	4	5	leif	Thu Feb 27 21:53:00 PST 2003	0	XP L&F: JToolBar grip is not centered	evaluated
4804485	4	4	kyuka	Thu Jan 16 15:41:00 PST 2003	1	TableColumnModel getColumnIndexAtX wrong value in RIGHT_TO_LEFT orientation	committed
4760053	4	4	shannonh	Tue Oct 08 17:09:00 PDT 2002	1	(MANDRAKE 8.1) Clipboard data provided in wrong format	accepted
4664642	4	4	leif	Mon Apr 08 15:25:00 PDT 2002	0	JToolBar should have the ability to allow them to only DOCK on certain sides	accepted
4867054	4	4	leif	Tue May 20 16:45:00 PDT 2003	0	Not following Windows XP style in Swing components	committed
4358053	5	5	joutwate	Mon Jul 31 16:46:00 PDT 2000	2	new ImageIcon(null,"someDescription") causes the image fetching thread to fail	evaluated
4729632	4	5	idk	Fri Aug 09 17:26:00 PDT 2002	0	RFE: Make javax.swing.text.html.FrameView public	accepted
4735839	4	3	idk	Thu Aug 22 19:44:00 PDT 2002	2	RTFEditorKit wrongly parses RTF while reading /writing  to stream/document	committed
4839739	3	2	idk	Fri Mar 28 18:45:00 PST 2003	0	JEditorPane has 508 problems if there are comments in the HTML	evaluated
4337584	4	4	leif	Thu May 11 15:45:00 PDT 2000	4	general problems with JFileChooser and rfe's	evaluated
4742686	4	4	leif	Thu Sep 05 17:32:00 PDT 2002	4	1.4 REGRESSION: WindowsLookAndFeel not using control property	evaluated
4428370	4	5	zav@sparc.spb.su	Wed Mar 21 00:15:00 PST 2001	0	Problem using JMenu/JMenuItem's with Icon only	evaluated
4799305	5	4	naa@sparc.spb.su	Mon Jan 06 15:03:00 PST 2003	1	RFE: Decouple selection from cursor behaviour in javax.swing.text	committed
4815339	4	3	kyuka	Fri Feb 07 17:40:00 PST 2003	0	JComboBox drop-down list orientation is changed after the L&F is changed	committed
4515838	4	3	zav@sparc.spb.su	Wed Oct 17 00:44:00 PDT 2001	0	Can't change the border of a JComboBox	committed
4751229	4	3	idk	Fri Sep 20 18:03:00 PDT 2002	3	Iterator returned by HTMLDocument.getIterator() is incorrectly empty	accepted
4133790	4	5	shannonh	Wed Apr 29 18:27:00 PDT 1998	0	Motif L+F JCheckBoxMenuItems don't align the text properly	evaluated
4765387	5	5	naa@sparc.spb.su	Fri Oct 18 13:16:00 PDT 2002	1	Unexpected behaviour of HTMLEditorKit Class	evaluated
4173836	4	5	zav@sparc.spb.su	Tue Sep 15 11:57:00 PDT 1998	7	RFE: setListData in JComboBox	committed
4628023	4	4	sky	Thu Jan 24 00:26:00 PST 2002	1	Make treeNodesChanged indicate children may have been reordered	accepted
4545951	4	3	joutwate	Mon Dec 03 14:22:00 PST 2001	4	JOptionPane.showMessageDialog does not size dialog properly	accepted
4733552	4	4	joutwate	Mon Aug 19 15:01:00 PDT 2002	0	JScrollBar fires event for both mouse down and mouse up	evaluated
4393423	3	5	shannonh	Wed Nov 29 00:01:00 PST 2000	11	JTable.getSelectedRow incorrect with empty table, after ENTER is pressed.	committed
4344938	4	5	leif	Mon Jun 12 14:44:00 PDT 2000	0	Badly named classes	accepted
4496323	4	4	zav@sparc.spb.su	Fri Aug 24 15:00:00 PDT 2001	0	Metal L&F does not handle changing of JMenuBar objects	accepted
4684090	4	3	shannonh	Mon May 13 13:36:00 PDT 2002	10	Tab on editable JComboBox inside JTable transfers focus outside JTable	accepted
4310381	4	4	moa@sparc.spb.su	Sun Feb 06 18:51:00 PST 2000	1	Text in multi-row/col JTabbedPane tabs can be truncated/clipped	committed
4865506	4	4	leif	Fri May 16 00:27:00 PDT 2003	0	Win L&F: JFileChooser:  Java version does not have go back (history) button	evaluated
4465516	4	5	sky	Sun Jun 03 16:16:00 PDT 2001	4	Need to suppress clipped text behavior	evaluated
4424571	4	5	joutwate	Mon Mar 12 13:27:00 PST 2001	0	JTable highlights incorrect row when using input verfier	accepted
4696827	5	5	sky	Tue Jun 04 08:53:00 PDT 2002	0	Investigate adding ComponentUI.getXXXSize(JComponent, Dimension)	accepted
4870644	3	3	zav@sparc.spb.su	Wed May 28 11:15:00 PDT 2003	0	Default button responds to CTRL-ENTER while popup menu is active.	accepted
4505116	5	5	sky	Thu Sep 20 10:57:00 PDT 2001	0	SpringLayout default behavior	evaluated
4865853	3	3	leif	Sun May 18 13:38:00 PDT 2003	0	JInternalFrame title bar does not scale to or ignore titleFont size with XP L&F	committed
4851758	4	5	idk	Mon Apr 21 20:16:00 PDT 2003	0	Uneditable text components should inherit their parent's cursor.	evaluated
4765334	4	5	joutwate	Fri Oct 18 00:33:00 PDT 2002	0	Desktop Icon for JInternalFrame goes behind an existing icon	accepted
4870674	4	5	aep@sparc.spb.su	Wed May 28 11:50:00 PDT 2003	0	JSplitPane's one-touch buttons should deal with resized split panes better	dispatched
4423439	4	5	leif	Thu Mar 08 14:03:00 PST 2001	8	JFileChooser - can't change the language other than the OS language	accepted
4765327	5	5	sky	Fri Oct 18 00:28:00 PDT 2002	1	RFE: There should be a isSingleSelectionEvent(MouseEvent) in BasicTreeUI	accepted
4735546	3	3	shannonh	Thu Aug 22 13:00:00 PDT 2002	0	NPE in BasicTableUI during Swing drag and drop	evaluated
4861977	4	5	joutwate	Fri May 09 17:10:00 PDT 2003	2	JOptionPane.showInternalConfirmDialog does not respect the JDesktopPane viewport	evaluated
4809958	4	4	zav@sparc.spb.su	Wed Jan 29 10:08:00 PST 2003	0	REGRESSION:overlappedByOwnedWindow() fails to check if windows are visible	committed
4649181	3	3	joutwate	Thu Mar 07 16:13:00 PST 2002	4	JFrames and JDialogs do not raise or resize properly in Linux	committed
4458089	4	5	shannonh	Sun May 13 18:29:00 PDT 2001	5	JOptionPane.setFont() does not affect font used by its message and buttons	accepted
4836420	5	5	naa@sparc.spb.su	Sun Mar 23 19:03:00 PST 2003	0	demo/jfc/Stylepad text properties should be 2-state controls	accepted
4844503	5	5	zav@sparc.spb.su	Mon Apr 07 16:23:00 PDT 2003	0	Swingset2: LAF reported incorrectly if changed using popup menu	evaluated
4390321	4	3	leif	Fri Nov 17 08:52:00 PST 2000	0	JFileChooser.setSelectedFile(File) method throws NPE	committed
4487493	4	4	leif	Thu Aug 02 00:05:00 PDT 2001	0	Merlinb73:FileChsrDemo:Folder icon Label inconsistent with Win2K native filedial	evaluated
4848156	4	5	idk	Mon Apr 14 15:35:00 PDT 2003	0	VerticalPageAction does not use Scrollable.getScrollableBlockIncrement()	evaluated
4724980	3	3	shannonh	Thu Aug 01 17:08:00 PDT 2002	14	JTable: Add API to control what happens to edits when table loses focus.	evaluated
4469061	4	3	null	Tue Jun 12 16:59:00 PDT 2001	0	TableColumnModel selection model and notification	accepted
4521993	4	4	idk	Thu Nov 01 13:50:00 PST 2001	2	JEditorPane will not allow pasting directly into a HTML Table cell	accepted
4860722	4	5	leif	Thu May 08 15:15:00 PDT 2003	0	Win L&F: Does not have resize graphic on bottom RH corner	accepted
4836162	4	4	naa@sparc.spb.su	Fri Mar 21 15:32:00 PST 2003	0	Selection and Caret are drawn incorrectly when JTextField is Scaled	accepted
4626900	4	3	idk	Tue Jan 22 17:12:00 PST 2002	1	StrikeThrough attribute not generated in document	accepted
4799266	3	3	zav@sparc.spb.su	Mon Jan 06 14:15:00 PST 2003	5	REGRESSION: JComboBox doesn't work in JPopupMenu	evaluated
4767071	4	5	leif	Tue Oct 22 19:02:00 PDT 2002	0	No Autocomplete for JFileChooser file selection using keyboard	evaluated
4760436	4	5	shannonh	Wed Oct 09 10:05:00 PDT 2002	0	ButtonGroup.getSelection() does not return a user-known ButtonModel.	evaluated
4409239	4	5	null	Mon Jan 29 11:34:00 PST 2001	8	Printing in JTable clips cell contents	accepted
4856343	3	3	idk	Wed Apr 30 10:31:00 PDT 2003	0	Problem with applet interaction with system selection clipboard	evaluated
4130825	5	4	joutwate	Mon Apr 20 15:51:00 PDT 1998	12	Cascade and Tile functionality missing from JDesktopPane	evaluated
4634626	4	5	zav@sparc.spb.su	Thu Feb 07 05:16:00 PST 2002	8	Implement context popup menus for components	committed
4105948	4	5	joutwate	Thu Jan 22 10:46:00 PST 1998	9	JOptionPane REALLY Needs Conditional Dismissal	evaluated
4847362	4	3	leif	Fri Apr 11 14:51:00 PDT 2003	0	Windows XP style L&F can paint two buttons as "rollover"	committed
4347815	4	5	null	Fri Jun 23 00:31:00 PDT 2000	21	JTable.setCellSelectionEnabled(boolean) implementation bug	committed
4765240	3	3	zpm@sparc.spb.su	Fri Oct 18 11:23:00 PDT 2002	2	Cannot paste from MS-Word into HTMLEditorKit	evaluated
4337898	4	5	null	Fri May 12 14:51:00 PDT 2000	0	Serializing DefaultTableCellRenderer changes colors.	accepted
4759922	3	3	kve@sparc.spb.su	Tue Oct 08 14:48:00 PDT 2002	0	JFileChooser.rescanCurrentDirectory() crashes with an AIOBE	committed
4834298	4	5	leif	Tue Mar 18 15:15:00 PST 2003	0	JFileChooser.getSelectedFiles() failed with multi-selection and double-click	evaluated
4760088	4	5	sky	Tue Oct 08 17:43:00 PDT 2002	0	JSpinner(or it's editor) does not fire KeyEvent	accepted
4322989	4	5	leif	Fri Mar 17 15:53:00 PST 2000	3	Need Directory Chooser dialog	evaluated
4846692	5	5	kve@sparc.spb.su	Thu Apr 10 15:49:00 PDT 2003	1	Problem displaying text of JOptionPane with Solaris 8 and OpenWindows Desktop	evaluated
4424708	4	4	naa@sparc.spb.su	Mon Mar 12 16:00:00 PST 2001	9	JPasswordField cursor placed incorrectly after setText("")	evaluated
4819695	3	2	zav@sparc.spb.su	Tue Feb 18 01:41:00 PST 2003	0	Regression javax/swing/JPopupMenu/PopupTest/PopupTester.java is failing	evaluated
4192122	4	5	shannonh	Mon Nov 23 05:55:00 PST 1998	1	Bottom of focus outline not drawn with Empty Border	evaluated
4791070	4	3	kyuka	Mon Dec 09 19:02:00 PST 2002	0	ComponentOrientation:JOptionPane's focus traversal does not respect RTL.	committed
4490754	4	4	shannonh	Fri Aug 10 00:44:00 PDT 2001	6	RFE: JTextField doesn't contain getActionCommand (only setActionCommand)	evaluated
4820833	4	4	shannonh	Wed Feb 19 15:21:00 PST 2003	0	JTable: Selection anchor (and lead) not updated when inserting or deleting rows.	accepted
4760478	5	5	kve@sparc.spb.su	Wed Oct 09 10:29:00 PDT 2002	0	JColorChooser construction is slow	accepted
4478765	5	5	sky	Wed Jul 11 14:34:00 PDT 2001	1	EOU:   Make subclassing JViewport easier	accepted
4503727	4	4	zav@sparc.spb.su	Mon Sep 17 15:05:00 PDT 2001	8	RFE Use of Scroll carets on JMenu when they span beyond the depth of the screen	evaluated
4841767	5	5	idk	Wed Apr 02 15:06:00 PST 2003	1	Copy and Paste in JTextArea for unsigned Applet	accepted
4871404	4	4	sky	Thu May 29 14:50:00 PDT 2003	0	Swing JTable key bindings seem wrong (incomplete)	accepted
4132585	5	5	zpm@sparc.spb.su	Fri Apr 24 17:51:00 PDT 1998	0	JButtons have ugly Frames when changing Background	evaluated
4510123	3	2	zpm@sparc.spb.su	Tue Oct 02 20:50:00 PDT 2001	0	JTextArea.setWrapStyleWord() cannot handle the composed string properly	evaluated
4232637	4	3	joutwate	Fri Apr 23 17:43:00 PDT 1999	1	Can not use requestDefaultFocus with CardLayout JPanel to set a focus	accepted
4140209	4	5	joutwate	Tue May 19 17:31:00 PDT 1998	1	Regarding Swing Demo as an applet. Applet does not have the focus at start up.	evaluated
4768338	4	3	zav@sparc.spb.su	Thu Oct 24 00:51:00 PDT 2002	0	Height of JMenuBar not adjusted when wrapping occurs	committed
4454866	4	5	joutwate	Fri May 04 17:22:00 PDT 2001	0	internal frames leave garbage behind when dragged over edge in multimon (win32)	evaluated
4686138	3	2	sky	Thu May 16 00:44:00 PDT 2002	0	1.4 REGRESSION: Letter like (y,g) truncated in TableCellEditor, char '_' not vsb	committed
4322996	4	5	zav@sparc.spb.su	Fri Mar 17 16:08:00 PST 2000	3	Add BasicComboBoxEditor constructor that accepts a JTextField	evaluated
4133141	4	5	davidson@eng	Tue Apr 28 11:32:00 PDT 1998	26	Extend Action interface to handle toggles	committed
4807140	3	3	joutwate	Thu Jan 23 11:37:00 PST 2003	0	Bug ID:4221012 is not fixed for MotifLookAndFeel	committed
4765300	3	3	sky	Fri Oct 18 00:10:00 PDT 2002	5	Use of JSpinners w/JTables & losing focus doesn't commit, but is supposed to	committed
4765309	5	5	joutwate	Fri Oct 18 00:15:00 PDT 2002	0	JSlider.setForeground has no visible effect when L&F set to Windows	accepted
4401437	4	4	leif	Wed Jan 03 11:12:00 PST 2001	0	JFileChooser doesn't validate [characters in] filenames	accepted
4843244	4	3	sky	Fri Apr 04 15:03:00 PST 2003	3	GTK L&F : Galaxy engine is not supported	accepted
4676022	4	3	sky	Fri Apr 26 19:25:00 PDT 2002	1	commitEdit() on JFormattedTextField changes Value type	accepted
4768318	4	4	leif	Thu Oct 24 00:32:00 PDT 2002	1	JFileChooser.setApproveButtonMnemonic() doesn't work	evaluated
4853783	4	5	sky	Thu Apr 24 17:29:00 PDT 2003	0	SwingSet2 as an applet deadlocks on startup on Solaris	accepted
4305614	5	5	sky	Wed Jan 19 10:10:00 PST 2000	1	RepaintManager should maintain Window mapping too	evaluated
4687405	4	3	idk	Fri May 17 15:21:00 PDT 2002	0	HTMLDocument defaultRoot inserts extra paragraph tag	accepted
4449310	4	5	leif	Mon Apr 23 11:01:00 PDT 2001	0	Accelerator not displayed in HTML tool tip (Metal L&F)	evaluated
4421177	4	4	shannonh	Fri Mar 02 00:45:00 PST 2001	0	SwingSet2: JTable headers do not update with L&F change	accepted
4634555	4	1	shannonh	Thu Feb 07 00:52:00 PST 2002	0	Can't reorder or resize JTable columns from the keyboard	evaluated
4203754	4	5	joutwate	Sun Jan 17 19:36:00 PST 1999	0	Labels in a JSlider don't diable or enable with the slider	evaluated
4189224	4	5	null	Wed Nov 11 15:13:00 PST 1998	7	BoxLayout constructor - why it needs Container as parameter?	evaluated
